234,0401134F,Large Aircraft IR Countermeasures (LAIRCM),07,8838,7758,7758,4116,Operational Systems Development
238,0401314F,Operational Support Airlift,07,41346,7471,7471,44553,Operational Systems Development
239,0408011F,Special Tactics / Combat Control,07,5040,4984,4984,6213,Operational Systems Development
240,0702207F,Depot Maintenance (Non-IF),07,1531,1588,1588,1605,Operational Systems Development
242,0708610F,Logistics Information Technology (LOGIT),07,47141,119327,119327,95238,Operational Systems Development
243,0708611F,Support Systems Development,07,50990,15873,15873,10925,Operational Systems Development
244,0804743F,Other Flight Training,07,322,349,349,1347,Operational Systems Development
245,0808716F,Other Personnel Activities,07,110,117,117,65,Operational Systems Development
246,0901202F,Joint Personnel Recovery Agency,07,2407,2018,2018,1083,Operational Systems Development
247,0901218F,Civilian Compensation Program,07,1581,1561,1561,1577,Operational Systems Development
248,0901220F,Personnel Administration,07,1010,7634,7634,5990,Operational Systems Development
249,0901226F,Air Force Studies and Analysis Agency,07,900,1175,1175,786,Operational Systems Development
250,0901279F,Facilities Operation - Administrative,07,11745,3491,3491,654,Operational Systems Development
251,0901538F,Financial Management Information Systems Development,07,76207,100160,100160,135735,Operational Systems Development
9999,9999999999,Classified Programs,12045846,11172183,53150,11225333,11874528,Operational Systems Development
